age,gender,job_type,daily_social_media_time,social_platform_preference,number_of_notifications,work_hours_per_day,perceived_productivity_score,actual_productivity_score,stress_level,sleep_hours,screen_time_before_sleep,breaks_during_work,uses_focus_apps,has_digital_wellbeing_enabled,coffee_consumption_per_day,days_feeling_burnout_per_month,weekly_offline_hours,job_satisfaction_score
52,Male,Health,2.332759576,Twitter,43,8.094977726,4.044748832,3.998778162,3,7.78134319,1.237248722,1,FALSE,FALSE,3,26,12.77281862,5.366675769
27,Male,Health,5.026882781,Instagram,62,7.439904141,3.930850997,3.138582368,7,3.485762424,0,3,FALSE,FALSE,3,8,11.65409615,4.090465234
29,Female,Health,1.87674668,Facebook,62,8.324906716,4.948572901,3.731694949,6,7.786650458,0.99567585,6,FALSE,FALSE,2,23,7.141820161,3.256737628
35,Male,Finance,5.801075284,Telegram,64,4.501880363,7.258560731,6.432162202,2,10,0.901509079,1,FALSE,FALSE,2,26,10.47158758,5.725213285
31,Male,Unemployed,7.219232223,Facebook,49,9.741611718,4.030757503,,,6.289012035,1.269410462,9,TRUE,FALSE,2,1,14.50740146,3.41418646
27,Male,Education,2.952028282,TikTok,60,4.262846575,8.145959419,7.433602115,2,7.193972915,,0,FALSE,FALSE,5,26,8.396664589,6.758199332
27,Male,Finance,4.609297747,Twitter,65,5.878122986,2.353870312,1.775313793,4,5.924712871,,8,FALSE,TRUE,1,27,0,3.270157116
35,Female,Student,5.394419579,Instagram,62,6.809731045,4.706127757,4.50501204,6,6.591468437,0.428199973,6,FALSE,FALSE,4,28,15.03389091,4.655131021
41,Female,Health,2.255325046,TikTok,79,8.532649852,7.762619524,7.778016055,2,7.881411071,,4,FALSE,FALSE,3,19,25.85770817,8.342873767
18,Male,Unemployed,2.40957141,Twitter,67,2.435787253,6.393229118,5.629559033,3,6.667798183,0.702434045,10,FALSE,FALSE,4,6,2.853894486,7.079154489
47,Female,IT,2.363633532,TikTok,68,8.490707213,2.123876176,2.873645707,5,4.112342243,0.369566741,0,FALSE,FALSE,0,21,14.03840921,
32,Female,Health,4.320374078,Telegram,60,6.990361707,5.025294293,4.444260783,3,5.835131096,0,7,TRUE,FALSE,3,14,0,
25,Male,Finance,2.635733627,Twitter,57,4.32007671,,5.608792525,2,5.605664888,1.379738026,8,TRUE,FALSE,2,0,14.76755914,6.978958628
52,Male,Unemployed,2.322879106,TikTok,64,7.713995204,8.143434307,6.963118767,1,6.398938441,0,5,FALSE,FALSE,1,9,5.533098915,6.156154658
35,Male,Education,7.049222665,Telegram,59,4.898262742,4.526847263,4.404720078,6,9.032870515,0.057115742,1,FALSE,FALSE,2,9,0,6.622135435
58,Female,Finance,3.038102213,TikTok,60,4.380760074,7.38888776,6.639404519,4,5.965050411,0.690117875,10,FALSE,TRUE,3,1,14.87747906,5.798564084
33,Male,Health,2.256461487,Facebook,59,8.835746758,2.085797225,2.050316858,9,6.497774254,1.386543329,0,TRUE,FALSE,1,16,4.184019513,0.704246653
38,Male,Unemployed,,Facebook,68,8.823246703,8.718366245,7.855398694,5,4.568068703,0.946205268,10,FALSE,FALSE,2,26,11.31921497,7.730905577
32,Male,Education,2.211047031,Twitter,57,7.723896537,5.844857356,5.04649856,4,7.962748466,1.010482535,6,FALSE,FALSE,3,15,8.88630909,4.741551359
22,Female,IT,3.852803747,Twitter,71,5.543273501,8.749449295,6.976999611,4,5.278542916,1.559035077,0,FALSE,TRUE,3,21,3.601371428,7.178274305
62,Male,Finance,3.106624322,Facebook,76,8.835639481,6.313951953,5.493443107,,4.78477224,,10,FALSE,FALSE,0,30,14.89206156,6.742613626
24,Female,Unemployed,3.292566583,Facebook,54,4.22013939,4.851781389,,6,5.082846646,0,10,FALSE,TRUE,1,8,20.59870396,4.144517255
65,Female,Finance,0,Facebook,74,1.537041184,7.877644236,7.225490164,1,4.663735461,,2,TRUE,FALSE,4,3,0,7.905296553
24,Female,Unemployed,3.882713765,Facebook,65,4.783003709,3.641670818,2.617838153,6,,1.391409693,1,FALSE,TRUE,3,0,8.376059508,1.168016625
44,Male,Student,4.686851499,Facebook,58,5.017625932,5.093105562,4.669400668,7,6.757755977,0.739487801,4,FALSE,TRUE,1,18,0,3.725622498
42,Male,Unemployed,4.690564811,Telegram,60,12,6.768752349,6.162942933,10,5.310843839,1.473240447,9,FALSE,FALSE,1,30,20.12567254,3.939100316
39,Female,Education,7.002604209,Telegram,69,9.002281965,5.56338791,4.233302482,3,5.855056024,1.117692122,1,FALSE,FALSE,4,22,6.37211019,3.883207628
65,Female,Finance,1.28986162,Telegram,69,6.036492054,5.536193002,5.244608992,1,6.985338116,1.475339034,9,FALSE,FALSE,3,20,26.34368143,4.79285681
30,Female,Student,1.118548702,Telegram,70,5.220286107,2.178724028,2.023579275,3,9.563159521,1.922843639,6,FALSE,TRUE,0,26,8.370227778,
34,Female,IT,4.611668908,Facebook,69,8.109327582,5.840060812,5.161149871,6,5.66738868,,0,TRUE,TRUE,1,3,17.78747277,5.2462884
58,Male,Unemployed,1.606481638,Instagram,72,5.675183434,5.253623394,5.233398009,2,4.181571405,0.519400805,5,TRUE,FALSE,1,1,1.457831179,5.714659812
61,Female,Finance,5.883425757,Instagram,52,7.649379942,3.261566859,3.392002918,9,6.856988147,0,6,FALSE,TRUE,3,17,0,3.874500074
30,Female,Finance,4.41221864,Facebook,77,9.894937553,3.455692166,3.295169418,8,8.522416742,,9,FALSE,TRUE,1,10,9.322645348,2.826301785
43,Female,Health,4.317956045,TikTok,61,9.873288314,6.980953635,,,4.070132142,0.338743434,1,FALSE,FALSE,2,16,0,5.721392161
26,Female,Finance,3.459549966,Twitter,55,4.682773846,4.024901232,3.022916941,2,7.324027927,1.641324289,9,TRUE,FALSE,2,4,13.44508797,1.933505769
22,Female,IT,2.748128727,Facebook,55,5.120272961,8.332604318,7.997467539,3,5.457697397,,0,TRUE,TRUE,0,28,25.00402151,9.525433121
56,Female,Unemployed,4.471903701,TikTok,59,8.396252607,4.329176898,4.496431354,10,6.598073648,0,8,FALSE,FALSE,1,26,10.5054222,4.041447937
50,Female,Student,4.66617113,TikTok,48,7.572366872,,3.111736193,10,6.446439019,1.812589743,9,TRUE,FALSE,3,4,13.87795572,3.07172714
21,Female,Unemployed,4.09489882,Instagram,70,4.79123504,3.025407619,2.644027676,1,4.536783167,0.98744602,3,FALSE,FALSE,0,3,1.865589646,2.034200121
45,Male,Education,2.804548173,Telegram,58,5.74341602,6.364039823,5.753197337,1,6.960680655,0.522188814,8,FALSE,FALSE,0,16,26.39291879,5.203970364
43,Female,IT,0,Twitter,58,9.67672463,2.431050773,2.099268459,,6.878483597,1.994292756,1,FALSE,FALSE,1,10,15.77079357,1.555657972
21,Female,Education,2.24677372,Facebook,64,6.453412276,6.299248905,5.941079533,1,6.275335856,1.57132008,1,FALSE,FALSE,2,31,1.150931524,7.29120974
33,Female,IT,2.559365283,TikTok,61,8.525581223,5.201695831,5.261950244,,,1.879786708,6,FALSE,FALSE,2,22,11.43561558,4.252471504
54,Female,Unemployed,4.275024946,Twitter,59,6.38944962,5.998524549,5.074166832,4,,,1,FALSE,TRUE,5,14,8.181475001,4.648262592
39,Female,Unemployed,6.49251642,Twitter,67,6.62481395,7.068940409,5.411220546,1,4.81194143,0.883329028,0,FALSE,FALSE,5,27,15.88428316,6.072632507
53,Female,Student,0.3382577,Twitter,43,5.08275245,8.284248214,7.249673741,1,3,0.866314037,10,FALSE,FALSE,0,11,0,
55,Male,Health,,Facebook,68,9.277170471,2.839720086,2.473422548,,5.677726298,1.460562689,0,FALSE,FALSE,4,14,20.7805902,2.739806886
52,Female,Student,1.791730673,Instagram,48,6.281390637,5.921529866,5.342689669,3,6.225323034,0,7,FALSE,FALSE,2,30,8.641059744,3.361135923
42,Male,Unemployed,1.298651328,Instagram,54,9.625755437,3.469279435,3.429079081,9,6.812277862,0.212933359,7,FALSE,TRUE,2,0,3.979051057,3.408778058
25,Female,Education,4.026876036,TikTok,67,5.767584566,2.74804698,2.765932648,9,5.710515505,2.826101934,1,FALSE,TRUE,3,20,23.69230023,3.86041527
34,Other,Education,4.33305277,Facebook,56,3.009375212,2.804662979,2.767074443,9,6.551567642,1.037346316,2,FALSE,FALSE,3,3,13.19975128,3.640587757
35,Male,Unemployed,2.892111886,TikTok,61,4.025989955,,4.717517448,6,8.602788662,2.301973666,9,TRUE,FALSE,1,0,10.04851773,3.8886327
29,Other,Finance,4.427842559,Facebook,64,7.200732145,5.591733019,5.416614403,10,4.985620747,0.883362152,7,TRUE,FALSE,1,24,12.86196484,6.573214255
50,Male,Unemployed,8.490955244,Twitter,53,10.29816048,8.096245255,,7,6.637834964,0.513361244,3,FALSE,TRUE,7,25,15.05945209,5.86588125
40,Female,Health,4.208823482,Twitter,58,6.509391717,8.532142096,,3,6.560879061,3,4,TRUE,FALSE,3,19,11.11967376,7.901666973
29,Male,Student,0,Instagram,66,7.79546827,8.663878684,7.982026373,1,7.040280375,0.31994646,9,FALSE,TRUE,2,30,14.1940118,7.347097901
28,Male,Unemployed,3.937971644,Instagram,49,2.767953682,2.232789066,2.029824174,9,7.775461816,,9,TRUE,FALSE,4,3,16.19075568,0.916606059
30,Female,Student,,Facebook,53,4.565189773,7.648218878,6.622345806,2,5.712092078,1.15110175,2,FALSE,FALSE,2,11,9.29359416,6.609504668
52,Female,Education,1.392303348,Twitter,64,3.586548024,3.433760025,2.49228239,4,5.193332467,1.860397739,2,FALSE,FALSE,5,12,13.93634065,3.245693742
44,Female,Health,3.511491106,TikTok,59,9.258148445,5.793666407,,9,4.714414727,1.929245009,7,TRUE,TRUE,2,29,1.919937462,4.352360603
42,Male,Student,4.268262998,Telegram,51,8.848421339,7.199261239,6.147057016,8,7.18725997,0.962099143,2,FALSE,FALSE,2,0,16.36716521,7.372327904
57,Male,Health,3.166462752,TikTok,74,10.52356445,7.358103484,5.8188985,1,4.491049327,1.273641532,5,FALSE,TRUE,3,11,9.643425242,7.261586527
20,Female,Health,,Twitter,62,6.321285978,3.832154543,3.425039241,4,8.220404091,1.124483245,0,FALSE,FALSE,1,16,11.29495344,1.561843531
42,Male,Student,3.686157758,Telegram,61,4.575809687,8.886938772,8.511102685,2,7.719378882,1.422429984,2,FALSE,TRUE,4,14,15.75075193,8.709572275
62,Male,Unemployed,3.007262653,Instagram,47,6.382595558,8.925777096,8.647552233,6,7.799509083,,9,FALSE,TRUE,4,0,1.823151444,7.783897448
27,Female,Health,0.170126913,Facebook,61,5.292014524,4.532144878,4.375996845,3,5.245206796,1.263443682,5,TRUE,FALSE,4,10,11.57182058,4.371214955
34,Female,Unemployed,0.135626099,Instagram,66,6.72161529,,4.73911909,2,5.267481034,1.59885442,7,FALSE,FALSE,2,20,15.89789972,5.496421496
20,Male,IT,0.770827693,Telegram,42,3.57170808,7.509232578,6.853277034,2,5.095250405,1.270160882,5,TRUE,FALSE,2,23,7.00058916,6.306290589
62,Female,Education,4.389989274,Telegram,59,7.790051713,6.405060538,5.673938806,9,5.671922889,0.923048638,6,FALSE,FALSE,3,5,26.86049433,5.847693778
39,Female,Health,2.165394698,Instagram,52,4.649192836,4.037904184,3.150628619,1,6.640606326,0.871593795,6,FALSE,FALSE,3,13,5.589496665,2.986693755
55,Male,Health,0.91788385,TikTok,48,4.922510803,7.232670683,6.498766845,7,4.953737555,0,10,TRUE,TRUE,3,26,5.822889737,6.770592873
31,Female,IT,2.77296478,Telegram,61,5.697422245,5.08312187,4.710864053,10,6.283680491,0.340575421,0,FALSE,FALSE,0,31,18.98759323,3.30218692
44,Female,Finance,2.848449626,Facebook,46,5.513851184,2.284231251,2.035590905,5,7.725592116,0.808517778,5,FALSE,FALSE,1,30,8.502293767,1.058896047
59,Male,Health,1.44524782,Telegram,68,8.99887992,,,,5.118311763,0.899271113,4,FALSE,FALSE,2,25,25.62110052,3.924883717
37,Female,Student,3.569228935,Twitter,73,6.439074304,2.226471459,2.25409792,3,8.724620841,,8,TRUE,FALSE,4,21,1.085668678,2.017954306
65,Female,Unemployed,6.275897664,TikTok,68,9.845780451,3.270786621,3.679607906,1,6.768795623,0.933504929,0,TRUE,FALSE,0,10,6.297873564,3.63766184
35,Male,Unemployed,0.993412487,Twitter,63,6.843242569,5.497844304,4.632964029,10,6.897940529,1.075400577,9,FALSE,FALSE,0,8,15.20914071,6.111776344
30,Male,Finance,3.841972908,Facebook,59,7.556048132,,,3,4.453086795,1.274595197,2,FALSE,FALSE,4,7,13.17689508,2.52471291
59,Male,Unemployed,0.602058475,Telegram,58,5.992132281,3.735783529,3.346469802,,7.424260211,0.824136479,0,FALSE,FALSE,0,4,5.291608125,2.18806213
23,Male,Unemployed,5.765128592,TikTok,54,7.02604481,6.564554187,5.618281385,3,4.204317034,1.811279591,7,FALSE,FALSE,4,14,9.350568078,5.132968195
27,Male,Unemployed,0.70411486,TikTok,65,10.49828036,5.026402274,,7,6.153360219,0.225557124,2,TRUE,FALSE,0,4,11.0249601,4.369792424
54,Female,Finance,0,Facebook,62,7.316895259,3.685088251,2.563884515,7,4.597860046,1.563784816,7,FALSE,FALSE,1,27,0.98544947,2.894127016
46,Male,IT,3.709133546,Instagram,64,8.443128732,4.057802221,,1,4.938360872,0,0,FALSE,FALSE,2,31,3.734560584,1.197716728
23,Male,Student,,Twitter,51,6.41322162,4.118454364,4.201053337,6,5.35594424,0.880858076,1,TRUE,TRUE,3,6,9.271762957,
56,Male,Unemployed,7.23317413,Instagram,56,5.450282762,3.647501638,3.541845697,9,8.024392339,1.077422379,1,TRUE,TRUE,2,23,7.695000385,3.735177987
28,Female,Finance,0.536259798,TikTok,56,7.000526804,6.971542058,6.638369939,3,5.696339477,1.035267694,1,FALSE,FALSE,0,26,19.61291387,6.738754584
65,Female,Health,0,Telegram,72,6.907778302,8.948200385,8.421703655,4,5.356079307,1.142776752,10,FALSE,FALSE,1,23,14.0276945,9.562645752
42,Male,IT,3.374573926,Instagram,56,10.31112114,,5.891053416,,3.898251809,2.347096829,4,FALSE,FALSE,2,9,10.3931717,4.460371171
61,Female,IT,0,Instagram,39,6.797184728,3.994795657,3.720416697,3,7.810375745,1.716408277,4,FALSE,TRUE,4,22,15.17756514,3.820730385
61,Female,IT,0,Telegram,72,5.042069041,8.403966299,7.222166387,6,7.114175094,2.3070293,6,TRUE,FALSE,2,28,11.79254392,6.04937734
47,Female,Unemployed,0.977380709,Instagram,57,6.141517464,4.866797981,4.034663784,1,5.194228246,1.4123824,7,FALSE,FALSE,5,8,9.560742935,0.81516075
37,Male,Education,0.85032188,Twitter,47,6.714096981,6.072076005,5.766862911,1,,0.237227717,5,FALSE,FALSE,2,2,17.84365024,6.131048658
54,Male,Finance,1.630842496,TikTok,55,8.002333401,4.448215234,4.762431319,1,4.515281259,1.016873668,7,FALSE,FALSE,1,6,9.937128603,4.665674471
33,Other,Unemployed,1.642664226,TikTok,65,6.74916858,6.753909292,,,4.650827363,,2,TRUE,TRUE,0,10,12.78879461,3.865695266
48,Male,Student,1.158804566,TikTok,56,3.748942982,,6.819795319,10,3.390661841,1.315551142,10,TRUE,FALSE,3,6,22.19462881,4.970451195
46,Female,Student,4.740932986,Facebook,66,5.584831063,2.394406887,1.953637058,7,3,0.393777914,0,FALSE,FALSE,5,11,11.07371664,2.065236846
23,Female,Education,2.763848795,Twitter,61,4.767632027,4.733161732,,,,0,4,TRUE,FALSE,4,21,6.721371324,3.663231028
46,Female,Unemployed,3.022992591,Telegram,58,7.187558989,5.572226215,5.029706729,7,7.939592967,1.076271954,1,FALSE,FALSE,2,16,14.69281435,6.685894915
49,Male,Health,2.892889756,Instagram,65,6.38509586,7.290261674,5.705964684,6,6.365277803,,8,TRUE,TRUE,2,18,16.83588694,5.316255364
26,Female,Finance,2.812974448,Telegram,64,7.331468608,7.995608999,7.300664608,2,5.237928566,2.022297285,8,FALSE,TRUE,2,30,3.695757725,7.448204578
54,Female,IT,3.208257423,Instagram,78,6.52631728,8.336993228,6.574632564,9,4.076080032,1.318851785,6,TRUE,FALSE,1,19,4.781256808,6.748737934
40,Male,Education,4.030727165,Facebook,58,10.53390777,7.529358241,6.694844362,8,3.482866013,0.981139091,0,FALSE,FALSE,0,4,20.64327639,4.646381976
33,Male,Education,,Telegram,64,6.429748533,7.740286614,6.913062194,3,,1.324278961,8,TRUE,FALSE,1,1,12.66132321,6.735408977
35,Male,Finance,,Instagram,79,5.948760717,6.648008011,6.907136138,3,6.806423247,,2,FALSE,FALSE,2,26,0,6.291736633
36,Male,Student,8.078628047,Instagram,71,9.273387253,8.629412842,7.911758705,9,9.186857881,0.762136445,10,FALSE,FALSE,5,30,0,8.314620265
61,Male,Unemployed,1.389118595,Facebook,50,9.54293462,3.957523234,2.342098567,9,,0,5,FALSE,FALSE,1,19,20.49384583,
19,Female,Finance,1.630613194,TikTok,64,4.145332635,7.990482703,7.291994935,1,6.045627689,1.872882897,10,FALSE,FALSE,4,23,1.298887789,8.189496378
27,Female,Student,4.556230405,Twitter,50,5.724620295,7.027636922,5.851431063,7,7.368190374,0.201114696,2,TRUE,FALSE,0,21,19.03300797,6.183178664
29,Female,Finance,1.204083086,TikTok,66,9.361129287,2.552976244,2.618125242,2,6.628545378,0.891168493,6,FALSE,FALSE,4,26,7.51762162,3.250074334
63,Male,Student,3.060787964,Instagram,43,8.094932938,4.541175433,3.989793834,6,5.965628047,1.755871573,6,FALSE,TRUE,1,22,19.92203215,3.500809549
35,Male,Unemployed,7.589165697,Facebook,51,4.811601191,5.130756818,4.045057504,2,4.822368414,1.939547923,2,FALSE,TRUE,2,15,0,6.187029824
36,Female,Education,6.554823544,Facebook,57,8.839862556,6.419298087,5.599956562,4,4.693060619,0.980942208,9,FALSE,FALSE,2,25,16.42247739,7.060227729
55,Female,Student,1.203056687,Twitter,60,4.716450773,6.994716703,6.343369816,2,6.331400513,1.40412449,0,FALSE,FALSE,1,7,0.313760589,5.918071422
54,Female,Finance,0.372410418,Telegram,60,2.364809851,7.985173734,7.020605653,1,6.045465707,0.362662167,0,FALSE,FALSE,2,27,5.761119063,6.236243924
44,Male,Health,0,Instagram,69,6.984957772,4.174792559,3.580962775,3,5.026222746,0.914983198,7,FALSE,FALSE,2,9,5.933270464,3.71640354
65,Female,Finance,3.053385716,Instagram,58,4.200863948,2.230162306,2.044706689,2,7.318712301,1.442674859,9,FALSE,FALSE,1,29,0,2.809537747
31,Male,Education,2.162136729,Telegram,59,6.983018433,3.486780952,,10,5.898402072,0.650758675,8,TRUE,FALSE,5,16,16.07625045,3.912184955
62,Male,Student,2.808007847,Instagram,78,4.582084772,,5.425137652,8,3.919568434,0.782909114,10,FALSE,FALSE,3,6,14.3385884,5.805484222
51,Female,Student,2.399721701,TikTok,65,5.030284432,3.230312659,3.129983852,9,7.039183682,2.04103038,3,FALSE,FALSE,6,18,15.74114497,3.995068838
19,Female,Student,2.291517575,TikTok,71,6.273594632,2.792989262,2.9569263,9,5.647162476,0.668446074,2,FALSE,FALSE,2,20,7.502191065,2.783530991
61,Male,Education,2.087809766,Instagram,69,4.611758905,2.916865259,2.95806608,3,,1.84580682,3,FALSE,FALSE,4,31,10.28535928,3.062769434
50,Female,Unemployed,3.109466863,Telegram,52,9.721168445,8.451201063,,1,4.356520319,1.147093448,8,FALSE,FALSE,3,6,13.11874436,8.562975221
36,Female,Finance,5.371345832,Telegram,52,7.471474472,2.114312405,0.599784849,5,6.664544854,1.343704453,0,FALSE,FALSE,2,22,15.06248772,2.944133078
44,Female,Student,0,TikTok,60,5.53343741,2.134243089,1.715234242,,6.236633166,1.527527717,2,TRUE,FALSE,3,23,6.743083457,1.894925659
65,Male,Health,2.305546035,Twitter,58,7.405783284,8.053146804,5.959121403,2,4.491040555,,9,FALSE,FALSE,1,6,2.111970237,6.822751064
47,Male,Unemployed,0.871855142,Instagram,71,8.278348078,6.149489814,6.387473924,2,3.024039418,0.743015391,3,FALSE,FALSE,2,30,4.143836488,6.482473684
24,Female,Health,4.028220183,Telegram,69,7.883941927,4.09520119,3.627404357,3,8.167457236,1.403661626,3,FALSE,FALSE,0,27,16.96534518,3.283167593
44,Female,IT,2.140538951,Twitter,66,7.996400943,3.440653008,3.151026608,6,4.233494875,1.678013507,6,FALSE,FALSE,3,31,8.065070997,2.464199171
38,Male,Health,5.301658466,Instagram,59,3.21909562,,1.743216489,10,9.529125841,,7,TRUE,FALSE,4,18,2.185442505,2.300696808
24,Male,IT,4.997637848,TikTok,66,4.840692545,2.732069626,2.430555017,9,,1.248794899,10,FALSE,FALSE,3,18,16.24107847,2.266127882
65,Male,Student,1.278557955,Facebook,70,9.048523603,3.628712956,3.624031695,8,3.594265676,1.03774387,2,FALSE,FALSE,2,19,0,3.074360362
42,Male,Education,3.558093938,Twitter,56,5.993228127,5.194549311,3.745065571,2,6.37641335,0.469725173,1,FALSE,TRUE,1,13,7.260467987,3.728649561
55,Female,Education,5.268868916,Twitter,58,4.112192836,3.924988599,3.338779067,9,,0.890252435,10,FALSE,FALSE,4,19,11.26009684,3.10210345
35,Male,Education,2.345705663,TikTok,52,4.000523084,3.93205853,2.665993821,7,5.552672775,0.839291919,9,FALSE,TRUE,2,7,0,3.885431275
50,Female,Student,2.946278326,Twitter,71,5.783238387,4.574053315,4.203907353,8,6.177190364,0.681929096,2,FALSE,FALSE,2,0,17.98177695,5.622592424
50,Male,Student,1.69343592,TikTok,67,6.306163103,4.942040911,,3,4.089967474,1.857092806,7,FALSE,FALSE,4,30,21.34888222,4.944859351
49,Male,Finance,2.522813875,Twitter,62,4.991426349,2.329678397,1.722191658,6,7.00823582,1.045713962,8,FALSE,TRUE,2,15,5.335949103,1.975612333
42,Female,Unemployed,3.61600713,Facebook,59,5.473299757,2.885263366,,,5.52298743,0.571764986,2,FALSE,FALSE,2,24,10.60044285,1.943251578
31,Female,Health,4.175190478,Telegram,67,8.537570591,3.029910266,3.099801517,,5.899222632,1.745213714,7,FALSE,FALSE,0,16,21.80116555,3.48827511
55,Female,Student,4.503088527,Facebook,44,2.677733105,4.914177409,,4,8.617100082,1.396101458,4,FALSE,TRUE,2,6,0.492975458,5.109461976
55,Female,Health,2.840676073,TikTok,78,10.64742326,5.926232992,4.753891583,7,6.490229774,0.483805345,0,FALSE,FALSE,3,22,8.958381643,
21,Male,Education,1.344622522,Instagram,53,3.92298812,5.541089543,4.737693597,6,,1.626205146,2,FALSE,FALSE,2,21,19.24067401,4.882249485
61,Female,Health,2.229392086,Twitter,50,9.324107279,3.359832208,3.868133438,4,,1.780753679,2,FALSE,TRUE,2,26,0,4.62482311
35,Male,Finance,5.387204643,TikTok,59,7.903930561,3.249557527,3.140242426,8,6.716661416,1.862288592,7,FALSE,FALSE,1,6,15.99279641,3.231215981
27,Female,Education,5.849373514,Telegram,63,9.513375062,8.792670648,7.889355941,,7.10978801,0.570987871,0,TRUE,FALSE,0,24,3.234557993,8.727862459
52,Female,Health,2.720565889,Telegram,49,4.243732613,5.170525102,4.615565901,1,5.515314549,0.415797924,9,TRUE,TRUE,0,7,0,3.660644395
52,Male,Finance,3.541906108,Telegram,67,6.035143008,6.379616084,5.181042339,1,7.09772047,1.325256481,0,TRUE,FALSE,1,5,26.97378098,5.451512971
57,Female,Unemployed,3.183290673,Twitter,50,8.155601508,8.70867752,7.224632652,7,9.791074647,0.331228613,4,TRUE,FALSE,3,6,11.75531797,7.145964234
40,Female,Health,3.115720159,Telegram,44,6.304519662,5.215794846,4.475131663,10,5.951081591,1.014461793,10,FALSE,FALSE,2,8,5.352074303,4.39221577
42,Female,Finance,0,Facebook,59,5.186478095,2.233860111,1.600968785,5,6.963273276,0.392934829,0,TRUE,FALSE,2,1,16.12810418,1.766081618
18,Male,Health,0.588810908,Instagram,64,10.14272743,8.043601894,7.098772638,1,6.792939221,0.713852455,6,FALSE,FALSE,1,20,9.194032308,7.66470512
35,Female,Education,4.433635987,Twitter,82,6.907438258,7.348648089,6.819949009,1,8.417417766,2.3688717,4,FALSE,TRUE,4,21,15.3230098,6.323224384
32,Female,Education,,Instagram,55,3.331864312,4.940362102,4.287511103,,7.609004822,0.659573259,4,FALSE,FALSE,4,5,2.644147047,3.459067574
42,Female,IT,5.02220137,Facebook,58,8.69736982,8.259170741,7.241548538,8,8.236561713,,6,TRUE,FALSE,2,25,3.646327925,6.932746425
49,Male,Finance,2.732479164,Instagram,60,7.045468335,3.765239647,2.999923024,10,5.90607486,0.690097933,7,TRUE,FALSE,3,2,13.5682436,4.1211243
37,Male,Health,0.572104304,Twitter,63,9.632054043,7.962838885,6.820369105,4,3,1.114423688,5,FALSE,TRUE,2,14,10.55390596,6.527567228
34,Male,Unemployed,2.73427246,Facebook,67,6.781228025,7.886226693,7.322364256,3,6.447174014,,5,FALSE,FALSE,0,7,2.730919712,7.338225372
28,Female,Health,4.999940358,Facebook,52,6.147649013,8.422558091,7.807175442,4,6.371076935,1.310731314,2,FALSE,FALSE,2,22,14.8229731,8.631136877
30,Male,Health,3.536347614,Telegram,65,3.95705109,5.484594051,5.426917661,,6.461251552,2.162325546,0,FALSE,FALSE,5,19,10.4937218,5.074002968
42,Female,Student,0,Facebook,61,6.698412867,5.401909794,5.409463593,9,5.216910616,1.66683052,7,FALSE,FALSE,4,29,6.122404329,5.513671948
37,Male,Finance,1.052729912,Telegram,53,7.597931149,7.066124376,6.934879167,2,4.574843187,0.721550636,2,FALSE,FALSE,4,20,12.88952845,7.654960159
42,Female,Health,1.68181454,Twitter,54,7.852741655,4.748997428,3.950682146,10,6.767507877,0.965167656,2,FALSE,FALSE,5,12,2.310375129,3.210027244
59,Male,IT,0.074554209,Twitter,55,4.166513463,6.874277653,5.894445201,1,6.118099283,1.804686032,2,FALSE,FALSE,3,28,2.613349767,4.480781765
62,Male,Education,2.13545438,Facebook,51,8.642381059,5.439693465,3.081211539,6,,0.65725409,6,FALSE,FALSE,1,0,17.48604006,
48,Female,Student,4.788317599,Telegram,70,9.980386119,2.433604356,3.124275607,8,9.170622734,1.508178639,1,TRUE,FALSE,0,17,7.58579186,3.018282656
18,Female,Student,0.953290735,Facebook,53,7.218550182,3.917792802,3.111129605,5,7.73008901,0.17979393,10,FALSE,FALSE,2,6,3.353219577,5.135343861
33,Female,Education,4.637576858,TikTok,51,7.13236507,5.567917565,5.732988072,7,6.999081793,1.488999995,2,TRUE,FALSE,3,17,11.36097516,3.983187963
65,Male,Unemployed,3.966947164,Twitter,65,6.557522954,3.219112456,2.575165258,2,6.572733519,1.032076441,5,TRUE,FALSE,1,9,13.83059207,5.714536177
45,Male,Unemployed,1.995305927,Telegram,50,0,7.238110705,6.374546474,5,3.471130497,0,4,FALSE,FALSE,2,5,19.21472286,7.968026376
38,Female,Student,,Twitter,60,10.36274694,6.144081413,5.178432391,9,10,0.962647243,3,TRUE,TRUE,0,10,23.81611395,4.758237578
47,Female,IT,2.091404963,Instagram,52,6.184399929,7.253145441,,9,7.788695639,,4,FALSE,FALSE,3,19,19.72415847,5.431039877
20,Female,IT,4.155652563,TikTok,78,4.211418519,3.241021264,3.481904178,2,5.756201183,0.707503552,5,TRUE,FALSE,2,16,14.87969088,2.9436468
51,Male,Education,7.346757316,Facebook,66,6.508608971,2.270754234,1.244082509,7,,2.065625152,7,FALSE,TRUE,1,27,2.952599356,1.484952076
23,Female,Finance,7.004237311,Instagram,75,5.02863975,6.378454982,5.496301831,5,5.15920469,1.701400938,2,FALSE,FALSE,2,26,8.933323171,5.926744255
60,Male,Unemployed,0,Instagram,47,7.411463661,6.289261195,5.987793519,8,6.380775663,2.044982025,3,FALSE,FALSE,2,13,6.710997755,6.665759055
46,Male,Student,2.291390944,TikTok,55,8.750140268,8.807526705,7.948326331,7,9.015537901,2.159070218,1,FALSE,TRUE,0,1,14.71817561,9.919938545
